#separator:Comma
#html:true
#guid column:1
#notetype column:6
#deck column:4
#tags column:5
#columns:GUID,Front_Text,Back_Extra,Deck,Tags,NoteType
CCS21-f60efdcc,The deputation-cases rule's sub-rule (1): Central deputation →{{c1::borrowing HoO}}processes; the deputation-cases rule's sub-rule (2): State/foreign deputation →{{c2::HoO or cadre (lending) authority}}.,"<b>Rule:</b> Retirement-processing follows the borrower (Central) or lender-option (State/foreign). Twin: the death-deputation rule for death/missing.<br><br><b>Hinglish:</b> Kendra-pratiniyukti = lene-wala daftar; Rajya/videsh = dene-wala ya HoO.<br><br><b>Ref:</b> Rule 64(1), 64(2); Rule 64(1); Rule 64(2); Rule 78",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_64 Deputation CCS_Pension::Rule_64 Priority::High,Cloze
CCS21-986c7195,The interest rule's sub-rule (2):{{c1::Secretary/Joint Secretary 'SHALL' sanction}}interest (incl. attached/subordinate offices); the interest rule's sub-rule (3):{{c2::formal sanction + payment in 2 months}}; the interest rule's sub-rule (4):{{c3::fix responsibility + disciplinary action}}— proviso:{{c4::pay interest WITHOUT waiting}}for the probe.,"<b>Rule:</b> Mandatory sanction at Secy/JS level; 2-month payout; probe runs parallel, not prior.<br><br><b>Hinglish:</b> Secretary/Jt.Secy byaaj dega hi (2 mahine); jaanch baad me, paisa pehle.<br><br><b>Ref:</b> Rule 65(2), 65(3), 65(4); Rule 65(2); Rule 65(3); Rule 65(4)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_65 Timeline CCS_Pension::Rule_65 Priority::High,Cloze
CCS21-667fc0d3,"Gratuity Rs 5,00,000 delayed 8 months by admin lapse, GPF 7.1%: interest =?","<b>Rule:</b> 5,00,000 × 7.1% × 8/12 ≈ Rs 23,667 — sanctioned by Secy/JS, paid in 2 months, officers proceeded against (Example 18).<br><br><b>Hinglish:</b> ~23,667 byaaj; 2 mahine me payment; zimmedar par kaarravaai.<br><br><b>Ref:</b> Rule 65; Example 18",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_65 Scenario Worked_Example CCS_Pension::Rule_65 Priority::High,Basic
CCS21-b0769615,The revision rule's sub-rule (1):{{c1::general-order revisions}}re-fix basic pension prospectively; the revision rule's sub-rule (2):{{c2::NO adverse revision except clerical error}}; proviso:{{c3::DoPPW concurrence}}if{{c4::2+ years}}old.,"<b>Rule:</b> Upward/systemic revision free; downward needs clerical-error + (2yr→DoPPW).<br><br><b>Hinglish:</b> Badha sakte ho; ghataane me clerical-galti + 2-saal-par-DoPPW.<br><br><b>Ref:</b> Rules 66(1), 66(2); Rule 66(1); Rule 66(2)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_66 Recovery CCS_Pension::Rule_66 Priority::High,Cloze
CCS21-90b319d1,"The revision rule's sub-rule (3):{{c1::Administrative Ministry}}decides clerical error; the revision rule's sub-rule (4): waiver via{{c2::Ministry of Finance (Dept of Expenditure)}}; the revision rule's sub-rule (5)(6):{{c3::2-month refund notice}}, else{{c4::short-pay future pension}}.","<b>Rule:</b> Ministry judges error; FinMin forgives money; 2-month notice then drip-recovery.<br><br><b>Hinglish:</b> Galti Ministry maane, maafi FinMin de, 2-mahine notice phir katoti.<br><br><b>Ref:</b> Rule 66(3)-(6); Rule 66(3); Rule 66(4); Rule 66(5); Rule 6",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_66 Recovery Timeline CCS_Pension::Rule_66 Priority::High,Cloze
CCS21-34bf5bf9,The dues rule's sub-rule (1): HoO's DUTY to{{c1::ascertain + assess}}dues (superannuation + others); the dues rule's sub-rule (2): adjust from{{c2::retirement gratuity}}.,"<b>Rule:</b> HoO hunts dues; gratuity is the collection pot.<br><br><b>Hinglish:</b> HoO baqaya nikaale, gratuity se kaate.<br><br><b>Ref:</b> Rule 67(1), 67(2); Rule 67(1); Rule 67(2)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_67 Government_Dues Recovery CCS_Pension::Rule_67 Priority::High,Cloze
CCS21-8e682add,"The dues rule's Explanation (a) accommodation dues:{{c1::licence-fee arrears, damages (excess retention/subletting/unauthorised/ineligible transfer), electricity/water/PNG}}; second, other dues:{{c2::advances, overpayments, income tax}}.","<b>Rule:</b> Two baskets: house-dues + money-dues.<br><br><b>Hinglish:</b> Makaan (kiraya/nuksan/bijli-paani) + paisa (advance/zyada/tax).<br><br><b>Ref:</b> Rule 67 Explanation (a), (b); Rule 67",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_67 Government_Dues CCS_Pension::Rule_67 Priority::High,Cloze
CCS21-a81e7456,"The withholding rule's sub-rule (1): DoE replies in{{c1::2 months (superannuation, on 8-month coverage)}}vs{{c2::1 month (others)}}; the withholding rule's sub-rule (1)(c): silence ={{c3::presumed NOTHING recoverable}}.","<b>Rule:</b> 2-vs-1 DoE clock; no reply = clean chit.<br><br><b>Hinglish:</b> DoE 2/1 mahine me jawab de; chuppi = koi baqaya nahi.<br><br><b>Trap:</b> 2 vs 1.<br><br><b>Ref:</b> Rule 68(1)(a), (b), (c); Rule 68(1)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_68 Timeline CCS_Pension::Rule_68 Priority::Critical,Cloze
CCS21-442a50db,"The withholding rule's sub-rule (2): recover over{{c1::next 8 months from pay, monthly}}; the withholding rule's sub-rule (3): instalments from{{c2::current pay}}, balance cleared{{c3::before gratuity authorisation}}; the withholding rule's sub-rule (4):{{c4::permissible post-retirement retention}}fenced.","<b>Rule:</b> 8-month pay-drip; gratuity-gate for balance; retention rules fenced.<br><br><b>Hinglish:</b> 8 mahine vetan se; baaki gratuity se pehle; retention niyam se.<br><br><b>Ref:</b> Rule 68(2), 68(3), 68(4); Rule 68(2); Rule 68(3); Rule 68(4)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_68 Recovery Timeline CCS_Pension::Rule_68 Priority::High,Cloze
CCS21-7f02fc3e,"The assessment rule's sub-rule (1): dues-assessment starts{{c1::1 year / LPR date, whichever EARLIER}}(superannuation) or{{c2::immediately on retirement/knowledge}}(others); the assessment rule's sub-rule (2): finish in{{c3::8 months / 30 days}}; the assessment rule's sub-rule (3):{{c4::later discoveries still adjustable}}.","<b>Rule:</b> Early-start + 8-month/30-day finish + never-escapes tail.<br><br><b>Hinglish:</b> Jaldi shuru, 8-mahine/30-din me khatm, baad me mila to bhi kaato.<br><br><b>Ref:</b> Rule 69(1), 69(2), 69(3); Rule 69(1); Rule 69(2); Rule 69(3)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_69 Timeline CCS_Pension::Rule_69 Priority::High,Cloze
CCS21-e3597913,The deemed-retirement rule's sub-rule (2): servant is{{c1::DEEMED retired}}on due date — failure to notify{{c2::does NOT extend service}}.,<b>Rule:</b> Retirement is automatic; paper-delay can't stretch tenure.<br><br><b>Hinglish:</b> Tareekh par retired-maano; kagaz-ruka to naukri-badhi nahi.<br><br><b>Ref:</b> Rule 70(2),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_70 CCS_Pension::Rule_70 Priority::High,Cloze
CCS21-e7a10ed7,Pre-2024 vs Post-2024: retirement filing was{{c1::Form 4 + Form 6 + Format 9 undertaking}}; now{{c2::Form 6-A alone}}(forwarding verified).,<b>Rule:</b> Bundle→single consolidation.<br><br><b>Hinglish:</b> Pehle 3-kagaz; ab 1-Form.<br><br><b>Ref:</b> Rule 60(1)(i); Rule 60(1),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension GSR_410_E_2024 Form_6A Priority::Low Category::Historical,Cloze
CCS21-3dd4b41d,"Provisional Pension vs Pension Payment{{c1::HoO provisional (100%/90%, 6-mo cap)}}vs{{c2::AO final (PPO, 2-mo/gratuity-d)}}.","<b>Rule:</b> Kaam-chalau vs pakka.<br><br><b>Hinglish:</b> 62-HoO-arzi; 63-AO-PPO.<br><br><b>Ref:</b> Rules 62, 63; Rule 62; Rule 63; Rule 45",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Comparison Priority::High,Cloze
CCS21-1769f2ba,Deputation Cases vs Death Deputation{{c1::RETIREMENT processing}}vs{{c2::DEATH/MISSING processing}}; same fork ({{c3::Central→borrowing; State/foreign→HoO-or-cadre}}).,"<b>Rule:</b> Same kanta, different mauka.<br><br><b>Hinglish:</b> 64-retire, 78-maut — kanta-ek.<br><br><b>Ref:</b> Rules 64, 78; Rule 64; Rule 78",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Comparison Priority::High,Cloze
CCS21-db08f489,"WORKED EXAMPLE 18 — Rs 5L gratuity, 8-month admin delay, GPF 7.1%: interest?","<b>Steps:</b> 5,00,000 × 7.1% × 8/12 ≈ Rs 23,667; Secy/JS sanctions (the interest rule's sub-rule ); paid in 2 months (the interest rule's sub-rule ); officers proceeded against (the interest rule's sub-rule ); servant-fault would kill it (interest proviso).<br><br><b>Ref:</b> Rule 65; Example 18; Rule 65(1); Rule 65(2); Rule 65(3); Rule 65(4)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_65 Interest_On_Delay Worked_Example CCS_Pension::Rule_65 Priority::High,Basic
CCS21-d000947d,TABLE ROW — Deputation Cases vs Death Deputation: purpose{{c1::RETIREMENT vs DEATH/MISSING}}; Central deput{{c2::BORROWING HoO both}}; State/foreign{{c3::HoO OR CADRE (lending) both}}.,<b>Table:</b> 3-row deputation table.<br><br><b>Hinglish:</b> Retire-maut; lene-wala / dene-wala.<br><br><b>Ref:</b> Rule 64; Rule 78,CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_64 Rule_78 Visual_Summary Deputation CCS_Pension::Rule_64 Priority::High,Cloze
CCS21-a0c15236,"SCENARIO — VR approved 10.02, effective 01.05; servant files Form 6-A on 05.05. Valid under the event rule's sub-rule (1)?","<b>Rule:</b> LATE-ish — event demands IMMEDIATELY AFTER approval (10.02-track) OR effectiveness; filing 3 months post-approval breaches 'immediately'. File at approval, not at effectiveness.<br><br><b>Hinglish:</b> Manzoori-par-turant — prabhaav-par-nahi.<br><br><b>Ref:</b> Rule 58(1)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_58 Timeline Evaluation CCS_Pension::Rule_58 Priority::High,Basic
CCS21-e7fe0ce9,SCENARIO — No spouse; servant's BROTHER files Form 6-A in a event case. Acceptable?,<b>Rule:</b> YES if brother is 'ANY OTHER member of the family' (the event rule's sub-rule ) — wider than the calendar rule's 'THE member'; commutation-bar proviso applies equally (2024).<br><br><b>Hinglish:</b> 58-me-bhai-chalega — commutation-rukega.<br><br><b>Ref:</b> Rule 58(2); Rule 58; Rule 57,CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_58 Form_6A CCS_Pension::Rule_58 Priority::Medium,Basic
CCS21-949cc41b,SCENARIO — The calendar rule case: HoO completes Form 7 Part I in 5 months (1 month late). Downstream effect?,<b>Rule:</b> case-build allows 4 MONTHS — 5 months breaches; the forwarding rule's sub-rule 4-month dispatch + the pension-payment rule 2-month-advance-PPO clocks all compress; breach evidences provisional-pension trigger + interest lapse.<br><br><b>Hinglish:</b> 4-mahine-se-1-deri — aage-sab-daba.<br><br><b>Ref:</b> Rule 59(1); Rule 57; Rule 62; Rule 65; Rule 60(4); Rule 63; Rule 59(4),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_59 Timeline Evaluation CCS_Pension::Rule_59 Priority::High,Basic
CCS21-cacd9060,SCENARIO — Retiree dies AFTER retirement but BEFORE filing Form 6-A. Which rule rescues the family?,<b>Rule:</b> the case-build rule's sub-rule → the authorisation rule's sub-rule: spouse → eligible family member files Form 10 + Form 4 + Format 9 (or 6-A-track per 2024 ); gratuity-nominee files Form 6 if NOBODY is FP-eligible.<br><br><b>Hinglish:</b> Kagaz-bina-maut to the authorisation rule-bachao.<br><br><b>Ref:</b> Rule 59(2); Rule 80(5); Rule 59(5); Rule 59(c),CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_59 Rule_80 Synthesis CCS_Pension::Rule_59 Priority::High,Basic
CCS21-693a1f29,SCENARIO — HoO forwards Form 7 WITHOUT the calculation sheet. AO returns the case. Who bears the delay?,"<b>Rule:</b> HoO — forwarding makes the calculation sheet MANDATORY bundle content; AO's return is a provisional trigger (not proceedings), so HoO must sanction provisional within 10d/1mo.<br><br><b>Hinglish:</b> Ganana-patra-bhool to provisional-do.<br><br><b>Ref:</b> Rule 60(1)(ii); Rule 62; Rule 62(1)(2)-(2)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_60 Rule_62 Evaluation CCS_Pension::Rule_60 Priority::High,Basic
CCS21-f700672f,SCENARIO — Format 10 omits the DoE-intimation flag; full gratuity authorised; dues surface later. Fix?,"<b>Rule:</b> forwarding breach — HoO failed the flag duty; recovery via the withholding rule's sub-rule (DR without consent) / the assessment rule's sub-rule later-discovery + revision short-pay mechanics; HoO answerable (provisional-pension-style onus).<br><br><b>Hinglish:</b> Jhanda-bhool to DR-se-kaato.<br><br><b>Ref:</b> Rule 60(2); Rules 68, 69; Rule 68(5); Rule 62(10); Rule 66; Rule 68(8); Rule 69(3); Rule 60(8); Rule 60(3)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_60 Evaluation CCS_Pension::Rule_60 Priority::High,Basic
CCS21-8a79997b,SCENARIO — Superannuation 30.06; HoO dispatches the bundle on 15.03 (3.5 months prior). Compliant with the forwarding rule's sub-rule (4)?,"<b>Rule:</b> NO — the forwarding rule's sub-rule (verified): forward NOT LATER than 4 months before superannuation; for 30.06 the line falls end-Feb, so 15.03 is ~2 weeks late. File early, never skate the edge.<br><br><b>Hinglish:</b> 4-mahine-kinare-par-mat-khelo.<br><br><b>Ref:</b> Rule 60(4)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_60 Timeline Evaluation CCS_Pension::Rule_60 Priority::Medium,Basic
CCS21-659ac275,"EVALUATE — AO sits on a complete bundle for 3 months, citing the prompt-action rule ('promptly' has no day limit). Valid defence?","<b>Rule:</b> NO — the prompt-action rule's 'promptly' is bounded by REASON + the pension-payment rule's 2-mo/45-d PPO clocks + interest for admin delay. 'No day limit' ≠ licence to sleep.<br><br><b>Hinglish:</b> Turant-ka-matlab-so-na-nahi.<br><br><b>Ref:</b> Rule 61; Rules 63, 65; Rule 65; Rule 63",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_61 Evaluation CCS_Pension::Rule_61 Priority::High,Basic
CCS21-5be51812,SCENARIO — Pension delayed because proceedings are pending. HoO sanctions provisional pension. Valid?,"<b>Rule:</b> NO — provisional-pension covers NON-proceedings delay only (forwarding failure / AO return). Proceedings-cases run under the conduct rule (withheld/regulated), not provisional-pension lifeline.<br><br><b>Hinglish:</b> Karyavahi-me-62-nahi — provisional-pension/provisional-pension-me-jin.<br><br><b>Trap:</b> Trigger gate.<br><br><b>Ref:</b> Rule 62(1), (2); Rule 8; Rule 62; Rule 62(1)(2)-(2); Rule 60(4); Rule 7",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Provisional_Pension Evaluation CCS_Pension::Rule_62 Priority::Critical,Basic
CCS21-642f58b9,"COMPUTE — Pension Rs 30,000, gratuity Rs 8,00,000, dues Rs 50,000: provisional sanction?","<b>Rule:</b> Pension: 100% = Rs 30,000. Gratuity: 100% − 10% hold = Rs 7,20,000 − dues Rs 50,000 = Rs 6,70,000 payable now (the provisional-pension rule's sub-rule + + the dues rule).<br><br><b>Hinglish:</b> Pension-poori, gratuity-90-minus-baqaya.<br><br><b>Ref:</b> Rule 62(3)(a), (b); Rule 62(3); Rule 62(3)(a); Rule 67; Rule 68; Rule 62(a); Rule 62(b)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Application CCS_Pension::Rule_62 Priority::Critical,Basic
CCS21-2daf9399,SCENARIO — Superannuation 31.03; provisional sanctioned 15.04. Valid under the provisional-pension rule's sub-rule (4)?,"<b>Rule:</b> NO — 10 DAYS for superannuation (till 10.04); 15.04 is 5 days late. Non-superannuation track alone gets 1 MONTH.<br><br><b>Hinglish:</b> 10-din-superannuation, 1-mahina-other.<br><br><b>Ref:</b> Rule 62(4); Rule 33",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Timeline Evaluation CCS_Pension::Rule_62 Priority::High,Basic
CCS21-7f41a884,"SCENARIO — Provisional pension Rs 32,000 paid 6 months; final PPO fixes Rs 30,000. Provisional gratuity Rs 7L paid; final Rs 6.5L. Recoveries?","<b>Rule:</b> Pension excess 2,000 × 6 = Rs 12,000 RECOVERABLE (the provisional-pension rule's sub-rule ); gratuity excess Rs 50,000 NOT REFUNDABLE (the provisional-pension rule's sub-rule (i)) — HoO must cut such cases + fix officers the provisional-pension rule.<br><br><b>Hinglish:</b> Pension-wapas, gratuity-nahi.<br><br><b>Trap:</b> Asymmetry.<br><br><b>Ref:</b> Rule 62(6)(b), (c); Rule 62(c)(ii); Rule 62(6)(b); Rule 62(6)(c)(i); Rule 62(6); Rule 62(b); Rule 62(c)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_62 Evaluation CCS_Pension::Rule_62 Priority::Critical,Basic
