#separator:Comma
#html:true
#guid column:1
#notetype column:6
#deck column:4
#tags column:5
#columns:GUID,Front_Text,Back_Extra,Deck,Tags,NoteType
"CCS21-a0246699","Keyword contrast: The State-absorption rule's sub-rule (2)(ii) says '{{c1::deputation}}' but corporate-absorption says '{{c2::foreign service terms}}'.","<b>Rule:</b> Same slot, different phrase — State route vs corporate route drafting.<br><br><b>Hinglish:</b> Rajya-36? Nahi — 35 me deputation, 36 me foreign-service-terms; shabd pakadna hai.<br><br><b>Trap:</b> Pure keyword trap.<br><br><b>Ref:</b> Rule 35(2)(ii); Rule 36(2)(ii); Rule 35(2); Rule 36(2)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_35 Rule_36 Exam_Trap CCS_Pension::Rule_35 Priority::Critical","Cloze"
"CCS21-179d3acf","{{c1::joint sector undertakings}}; the corporate-absorption rule's sub-rule (8):{{c2::no lien — all Government connections cease}}; corporate-absorption option (b):{{c3::lump-sum one-time payment (capitalised value + retirement gratuity)}}.","<b>Rule:</b> Joint-sector coverage; clean break (no lien); or take capitalised lump sum instead of pro-rata pension.<br><br><b>Hinglish:</b> Joint sector andar; lien khatm; chaaho to ek-mushth paisa lo.<br><br><b>Ref:</b> Rule 36(3), 36(8), 36(10), 36(11); Rule 36(3); Rule 36(8); Rule 36(10); Rule 11","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_36 Absorption PSU CCS_Pension::Rule_36 Priority::High","Cloze"
"CCS21-a095e392","en-masse Govt→PSU transfer ={{c1::deemed deputation on foreign service terms}},{{c2::no deputation allowance}}, PSU{{c3::5-year rule}},{{c4::3-month option}}window.","<b>Rule:</b> Conversion machinery: deemed deputation, no extra allowance, 5-year PSU lock, 3-month option.<br><br><b>Hinglish:</b> Poora mehkaama PSU bana — deemed deputation, bhatta nahi, 3 mahine me vikalp.<br><br><b>Ref:</b> Rule 37(1), 37(2); Rule 37(1); Rule 2","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_37 Absorption PSU Timeline CCS_Pension::Rule_37 Priority::High","Cloze"
"CCS21-b6dec75c","{{c1::no option = permanent absorption}}; the PSU-absorption rule's sub-rule (5)(6):{{c2::absorption date}}fixed,{{c3::posts abolished}}; the PSU-absorption rule's sub-rule (7)(8):{{c4::2-year repatriation}}window.","<b>Rule:</b> Silence = absorbed; posts die in Government; 2 years to return.<br><br><b>Hinglish:</b> Chup rahe to PSU ke; post khatm; 2 saal me wapas aa sakte ho.<br><br><b>Ref:</b> Rule 37(4)-(8); Rule 37(4); Rule 37(5); Rule 6; Rule 37(7); Rule 8","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_37 Absorption Timeline CCS_Pension::Rule_37 Priority::High","Cloze"
"CCS21-4d8d3aee","PSU{{c1::dismissal/removal}}after absorption for subsequent misconduct{{c2::SHALL forfeit Government-service retirement benefits too}}.","<b>Rule:</b> Triggered by SC order 09.01.2023 (Suraj Pratap Singh vs CMD BSNL, SLP 4817/2020); in force 22.05.2025.<br><br><b>Hinglish:</b> PSU se nikaale gaye to Sarkari pension bhi gayi — 2025 ka naya danda.<br><br><b>Ref:</b> Rule 37(29)(c); PIB 27.05.2025; Rule 37(29)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_37_29_c GSR_340_E_2025 Amendment Forfeiture CCS_Pension::Rule_37 Priority::Critical CCS_Pension::Rule_37_29_c","Cloze"
"CCS21-3c6d9001","{{c1::retrenchment}}is NOT a forfeiture trigger — but dismissal/removal/retrenchment decisions ARE is NOT a forfeiture trigger — but dismissal/removal/retrenchment decisions ARE subject to{{c2::review by the administratively-concerned Ministry}}.","<b>Rule:</b> Retrenchment ≠ dismissal/removal; PSU's call is reviewable by the Ministry.<br><br><b>Hinglish:</b> Retrenchment par zabti nahi — par Ministry PSU ke faisle ko palat sakta hai.<br><br><b>Trap:</b> Retrenchment vs dismissal/removal.<br><br><b>Ref:</b> Rule 37(29)(c); Rule 37(29)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_37_29_c Exam_Trap CCS_Pension::Rule_37 Priority::Critical CCS_Pension::Rule_37_29_c","Cloze"
"CCS21-9cea8913","The PSU-absorption rule's 2025 Explanation applies {{c1::the conduct and proceedings rules read with the compassionate-allowance rule and the pension rule's sub-rule (5)(a)&(b)}} {{c2::analogously}} — linking which two amendments?","<b>Rule:</b> Links 2025 (G.S.R. 340(E)) with 2022 (G.S.R. 770(E) rewritten the proceedings rule) — the NEW 3-authority proceedings rides into PSU cases.<br><br><b>Hinglish:</b> 2025 wala Explanation 2022 wale naye proceedings ko PSU me ghaseet laata hai.<br><br><b>Ref:</b> Rule 37 Explanation (2025); Rule 37; Rule 44(5)(a), (b); Rules 7, 8; Rule 41; G.S.R. 340(E); G.S.R. 770(E)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_37_29_c GSR_340_E_2025 GSR_770_E_2022 Synthesis CCS_Pension::Rule_37 Priority::Critical CCS_Pension::Rule_37_29_c","Cloze"
"CCS21-ec61ddf0","The AB-transfer rule: en-masse transfer to{{c1::autonomous body}}mirrors its PSU-absorption counterpart (deemed deputation, foreign terms, no allowance) — but 'no option = absorption' sits INSIDE{{c2::sub-rule (3)}}(numbering trap vs the PSU-absorption rule's separate (4)).","<b>Rule:</b> Same engine, different numbering — the AB-transfer rule's sub-rule vs the PSU-absorption rule's sub-rule.<br><br><b>Hinglish:</b> the AB-transfer rule = PSU-absorption ka judvaan, par numbering alag vs ka jaal.<br><br><b>Trap:</b> Numbering trap.<br><br><b>Ref:</b> Rule 38(3); Rule 37(4); Rule 38; Rule 37; Rule 38(4)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_38 Absorption Exam_Trap CCS_Pension::Rule_38 Priority::High","Cloze"
"CCS21-307ed0ec","{{c1::temporary employees IN, casual labourers OUT}}; AB-transfer explanation: pension{{c2::as if Central servant retiring same day}}; the AB-transfer rule's sub-rule (15): DR on{{c3::Central DA pattern}}(contrast the PSU-absorption rule's sub-rule (16)).","<b>Rule:</b> Coverage fence + same-day fiction + Central-pattern DR.<br><br><b>Hinglish:</b> Temporary andar, casual bahar; pension usi-din-retire jaisi; DR Kendra-pattern par.<br><br><b>Ref:</b> Rule 38(10), 38(14), 38(15); Rule 38(10); Rule 38(14); Rule 38(15); Rule 37(16)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_38 Absorption Dearness_Relief CCS_Pension::Rule_38 Priority::High","Cloze"
"CCS21-7060e083","{{c1::Pension Fund trust, Chairperson = Secretary}}; the AB-transfer rule's sub-rule (19)(21): lump-sum one-time{{c2::capitalised value per 1981 Table}}; the AB-transfer rule's sub-rule (23)(25):{{c3::body contributes, Government covers shortfall, pre-conversion pensioners stay on Government}}.","<b>Rule:</b> Trust + capitalisation + money-backstop chain.<br><br><b>Hinglish:</b> Secretary wala Trust, 1981 Table se ek-mushth, kami Sarkar bharegi.<br><br><b>Ref:</b> Rule 38(16)-(25); Rule 38(16); Rule 17; Rule 38(19); Rule 21; Rule 38(23); Rule 25","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_38 Absorption CCS_Pension::Rule_38 Priority::High","Cloze"
"CCS21-96eb9053","disability retirement is governed by{{c1::RPwD Act 2016 s.20}}, with disability certificate under{{c2::RPwD Rules 2017}}(proviso).","<b>Rule:</b> Statute-first: the 2016 Act leads, Rules follow.<br><br><b>Hinglish:</b> Divyangta me 2016 kanoon sabse upar; certificate 2017 Rules se.<br><br><b>Ref:</b> Rule 39(1)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_39 Invalid_Pension CCS_Pension::Rule_39 Priority::High","Cloze"
"CCS21-c04d81e3","{{c1::bodily/mental infirmity permanently incapacitating}}; application to{{c2::HoD}}; first proviso signing order{{c3::self → spouse → family member}}; second proviso: advise{{c4::continuing in same pay scale}}if possible.","<b>Rule:</b> Infirmity test + application ladder + retention advice.<br><br><b>Hinglish:</b> Sthayi apangta; arzi HoD ko (khud→patni→parivaar); ho sake to usi vetan par rakho.<br><br><b>Ref:</b> Rule 39(2)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_39 Invalid_Pension CCS_Pension::Rule_39 Priority::High","Cloze"
"CCS21-f3d521d0","even with QS &lt; 10 years, invalid pension ={{c1::50% of emoluments/average (whichever more beneficial)}}— — subject to{{c2::pre/post-appointment fit-declaration}}conditions.","<b>Rule:</b> The 10-year waiver that the pension rule's sub-rule 's proviso cross-links.<br><br><b>Hinglish:</b> 10 saal na bhi ho to aadhi pension — fit-declaration sharton ke saath.<br><br><b>Ref:</b> Rule 39(9); Rule 44(1) proviso; Rule 44(1); Rule 39(1)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_39 Invalid_Pension CCS_Pension::Rule_39 Priority::Critical","Cloze"
"CCS21-9ea4102e","compulsory-retirement pension ranges from{{c1::two-thirds to full}}superannuation pension/gratuity.","<b>Rule:</b> Penalty-band: floor 2/3, ceiling full.<br><br><b>Hinglish:</b> Compulsory retirement me 2/3 se poori tak — dand ka paimana.<br><br><b>Ref:</b> Rule 40(1)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_40 Compulsory_Retirement Threshold CCS_Pension::Rule_40 Priority::Critical","Cloze"
"CCS21-685aa3c8","less-than-full needs{{c1::President + UPSC consultation}}; Explanation: 'pension' here INCLUDES{{c2::retirement gratuity}}.","<b>Rule:</b> Cut below full = highest approval + UPSC; gratuity rides with pension.<br><br><b>Hinglish:</b> Poori se kam deni ho to Rashtrapati+UPSC; gratuity bhi isi me.<br><br><b>Ref:</b> Rule 40(2)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_40 Explanation CCS_Pension::Rule_40 Priority::High","Cloze"
"CCS21-271e7727","quantum order timing +{{c1::2/3 provisional pension immediately}}; the compulsory-retirement rule's sub-rule (4): FINAL order in{{c2::3 months}}; the compulsory-retirement rule's sub-rule (5): floor ={{c3::minimum}}.","<b>Rule:</b> Immediate 2/3 lifeline; 3-month finality; Rs 9,000 floor.<br><br><b>Hinglish:</b> Turant 2/3 do, 3 mahine me pakka karo, 9,000 se kam nahi.<br><br><b>Ref:</b> Rule 40(3), 40(4), 40(5); Rule 40(3); Rule 40(4); Rule 40(5); Rule 44","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_40 Timeline Floor CCS_Pension::Rule_40 Priority::Critical","Cloze"
"CCS21-911f642d","dismissal/removal FORFEITS pension, but proviso allows{{c1::compassionate allowance up to 2/3}}on{{c2::special consideration by authority}}.","<b>Rule:</b> Forfeiture is default; compassion (≤2/3) is discretion.<br><br><b>Hinglish:</b> Barkhastagi = pension gayi; daya me 2/3 tak mil sakta hai.<br><br><b>Ref:</b> Rule 41(1)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_41 Compassionate_Allowance Threshold CCS_Pension::Rule_41 Priority::Critical","Cloze"
"CCS21-8d403d70","{{c1::suo motu or on representation}}, decided in{{c2::3 months}}; compassionate-allowance merits:{{c3::actual misconduct + nature of service + exceptional circumstances (dependent family)}}.","<b>Rule:</b> Authority can act alone or on plea; 3-month clock; 3-factor merits test.<br><br><b>Hinglish:</b> Khud ya arzi par, 3 mahine me; apradh + naukri + parivaar ki haalat dekho.<br><br><b>Ref:</b> Rule 41(2), 41(3); Rule 41(2); Rule 41(3)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_41 Timeline CCS_Pension::Rule_41 Priority::High","Cloze"
"CCS21-ef4eed7c","pre-commencement cases had a{{c1::6-month deadline}}— after that,{{c2::NO compassionate allowance}}; the compassionate-allowance rule's sub-rule (6): floor ={{c3::minimum}}.","<b>Rule:</b> Dead window for old cases; floor Rs 9,000 for allowed ones.<br><br><b>Hinglish:</b> Purane cases ke 6 mahine gaye to daya bhi gayi; mile to 9,000 se kam nahi.<br><br><b>Ref:</b> Rule 41(4), 41(5), 41(6); Rule 41(4); Rule 5; Rule 41(6); Rule 44","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_41 Timeline Floor CCS_Pension::Rule_41 Priority::High","Cloze"
"CCS21-d9bc7ce9","Compulsory Retirement vs Compassionate Allowance: compulsory retirement gives{{c1::2/3 to FULL}}(a right in a band) while dismissal/removal gives{{c2::ZERO with up-to-2/3 compassion}}(pure discretion).","<b>Rule:</b> the compulsory-retirement rule = entitlement band; the compassionate-allowance rule = forfeiture + mercy cap. Both bottom out at minimum when granted.<br><br><b>Hinglish:</b> Compulsory me haq (2/3-poori); barkhastagi me bheekh (0-2/3).<br><br><b>Trap:</b> 2/3 vs full framing.<br><br><b>Ref:</b> Rule 40; Rule 41; Rule 44","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_40 Rule_41 Comparison CCS_Pension::Rule_40 Priority::Critical","Cloze"
"CCS21-88e2ce43","after{{c1::30 years QS}}, appointing authority{{c2::MAY require}}retirement in{{c3::public interest}}→{{c4::retiring pension per}}.","<b>Rule:</b> Government's weapon: 30-year gate, discretionary, public-interest ground.<br><br><b>Hinglish:</b> 30 saal ke baad Sarkar jan-hit me retire kara sakti hai — pension pension se.<br><br><b>Ref:</b> Rule 42(1); Rule 44","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_42 Premature_Retirement Threshold CCS_Pension::Rule_42 Priority::Critical","Cloze"
"CCS21-51f498a4","notice{{c1::3 months or 3 months' pay}}— and 'may' makes it{{c2::DISCRETIONARY}}; the premature-retirement rule's sub-rule (3):{{c3::DoPT procedure}}; Explanation: competent authority ={{c4::appointing authority}}.","<b>Rule:</b> Notice/pay is optional ('may'); the FR procedure procedure via DoPT; authority = appointing authority.<br><br><b>Hinglish:</b> Notice/vetan dena marzi; tareeka the FR procedure wala; adhikar niyukti-adhikari ka.<br><br><b>Trap:</b> 'may' = discretionary.<br><br><b>Ref:</b> Rules 42(2), 42(3); Rule 42(2); Rule 42(3); FR 56","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_42 Timeline CCS_Pension::Rule_42 Priority::High","Cloze"
"CCS21-45a8007b","after{{c1::20 years QS}}, servant{{c2::MAY retire}}on{{c3::3-month written notice}}to appointing authority →{{c4::retiring pension per}}.","<b>Rule:</b> Servant's right: 20-year gate, mandatory 3-month written notice.<br><br><b>Hinglish:</b> 20 saal ke baad karmchari khud 3-mahine ke notice par retire — pension pension se.<br><br><b>Ref:</b> Rule 43(1); Rule 44","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_43 Voluntary_Retirement Threshold Timeline CCS_Pension::Rule_43 Priority::Critical","Cloze"
"CCS21-346065d0","first,{{c1::QS certificate BEFORE notice, appropriate administrative authority, 15-day deadline}}; second,{{c2::must satisfy 20 years completed}}; third,{{c3::ITEC/foreign posting exempt till 1 year after return}}; fourth,{{c4::NO pension clause rounding for the 20 years}}.","<b>Rule:</b> Certificate-gate + completion-gate + ITEC-grace + no-rounding rule.<br><br><b>Hinglish:</b> Pehle certificate (15 din), 20 saal pakke, videsh walo ko 1 saal, rounding BILKUL nahi.<br><br><b>Trap:</b> Fourth proviso (no rounding) is the classic trap.<br><br><b>Ref:</b> Rule 43 provisos 1-4; Rule 43; Rule 44(7)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_43 Proviso Exam_Trap CCS_Pension::Rule_43 Priority::Critical","Cloze"
"CCS21-60494ecd","no refusal before expiry → retirement{{c1::AUTOMATICALLY effective}}; the voluntary-retirement rule's sub-rule (3):{{c2::withholding for suspension/charge sheet/judicial proceedings}}needs{{c3::President's approval}}.","<b>Rule:</b> Silence = approval; but tainted cases can be held only with President's nod.<br><br><b>Hinglish:</b> Mana nahi kiya to retirement pakki; daag ho to rokne ke liye Rashtrapati ki haan.<br><br><b>Ref:</b> Rule 43(2), 43(3); Rule 43(2); Rule 43(3)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_43 Procedure CCS_Pension::Rule_43 Priority::High","Cloze"
"CCS21-cfe9a0c6","short (&lt;3-month) notice curtails{{c1::commutation}}; the voluntary-retirement rule's sub-rule (6): withdrawal ONLY with{{c2::specific approval}}, sought{{c3::15 days before}}intended date; the voluntary-retirement rule's sub-rule (7):{{c4::Special VRS / autonomous / PSU cases excluded}}.","<b>Rule:</b> Short notice costs commutation; withdrawal is permission-gated (15-day); special schemes stay out.<br><br><b>Hinglish:</b> Chhota notice = commutation khatre me; wapsi permission se (15 din pehle); special schemes bahar.<br><br><b>Ref:</b> Rule 43(4), 43(6), 43(7); Rule 43(4); Rule 43(6); Rule 43(7)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_43 Timeline CCS_Pension::Rule_43 Priority::High","Cloze"
"CCS21-9ad10d33","Master comparison: Premature Retirement vs Voluntary Retirement","<b>Rule:</b> Premature Retirement rule: AUTHORITY initiates, 30y, public interest, notice discretionary (may), rounding irrelevant; the voluntary-retirement rule: SERVANT initiates, 20y, no ground needed (right), 3-month notice MANDATORY, NO pension clause rounding. Both → pension retiring pension.<br><br><b>Hinglish:</b> 42 = Sarkar ki taakat (30, jan-hit); 43 = karmchari ka haq (20, notice, no-rounding). Pension dono me the pension rule.<br><br><b>Ref:</b> Rules 42, 43; Rule 42; Rules 43; Rule 44; Rule 43","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_42 Rule_43 Comparison CCS_Pension::Rule_42 Priority::Critical","Basic"
"CCS21-148704c9","Format 6 ↔{{c1::the invalid-pension rule's sub-rule (8) medical (invalid) certificate}}.","<b>Rule:</b> Board/Surgeon certifies; pension in 45 days.<br><br><b>Hinglish:</b> Invalid-praman = Format 6.<br><br><b>Ref:</b> Rule 39(8)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Format Priority::High","Cloze"
"CCS21-b601697d","Provision vs PSU Absorption{{c1::retrenchment = review ONLY}};{{c2::dismissal/removal = forfeiture + review}}.","<b>Rule:</b> 2025 substitution's fine cut.<br><br><b>Hinglish:</b> Retrenchment-sirf-review; nikaasi-zabti+review.<br><br><b>Ref:</b> Rule 37(29)(c)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Terminology Exam_Trap Priority::Critical","Cloze"
"CCS21-6b1b3d88","Premature Retirement vs Voluntary Retirement{{c1::authority/30y/public-interest/may-notice}}vs{{c2::servant/20y/right/mandatory-notice/no-rounding}}; common{{c3::pension}}.","<b>Rule:</b> Taakat vs haq.<br><br><b>Hinglish:</b> 42-Sarkar-30; 43-khud-20-no-rounding.<br><br><b>Ref:</b> Rules 42, 43; Rule 42; Rule 43; Rule 44","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Comparison Priority::Critical","Cloze"
"CCS21-c89ed8a0","WORKED EXAMPLE 9 — Average emoluments: last-10-month pay with one EOL month and one increment due-but-delayed.","<b>Steps:</b> Drop EOL month (the average-emoluments rule's sub-rule ); add notional increment (the average-emoluments rule's sub-rule ); average the 10-month window; ignore reductions (the average-emoluments rule's sub-rule ); compare vs last emoluments — higher wins.<br><br><b>Hinglish:</b> EOL-bahar, increment-andar, ghata-muaaf, jo-bada-wahi.<br><br><b>Ref:</b> Rule 32; Example 9; Rule 44; Rule 32(4); Rule 32(5)(6)-(6); Rule 32(2); Rule 32(5); Rule 32(6)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_32 Average_Emoluments Worked_Example CCS_Pension::Rule_32 Priority::High","Basic"
"CCS21-2d0faca0","WORKED EXAMPLE 9A — Promotion in last 10 months: which pay feeds the average?","<b>Steps:</b> Actual pay drawn month-by-month incl. promoted pay from due date (the average-emoluments rule's sub-rule ); no notional backdating of promotion itself; EOL/suspension months excluded.<br><br><b>Hinglish:</b> Promotion jis-mahine-se usi-se-gino.<br><br><b>Ref:</b> Rule 32(3), (4); Example 9A; Rule 32(3)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_32 Worked_Example CCS_Pension::Rule_32 Priority::Medium","Basic"
"CCS21-8107b3fb","WORKED EXAMPLE 14 — Compulsory retirement, superannuation pension would be Rs 36,000: band?","<b>Steps:</b> 2/3 × 36,000 = Rs 24,000 floor → Rs 36,000 full (the compulsory-retirement rule's sub-rule ); below-full needs President+UPSC (the compulsory-retirement rule's sub-rule ); never below Rs 9,000 (the compulsory-retirement rule's sub-rule ).<br><br><b>Hinglish:</b> 24-hazar se 36-hazar; katne par Rashtrapati+UPSC.<br><br><b>Ref:</b> Rule 40; Example 14; Rule 40(1); Rule 40(2); Rule 40(5)","CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43","CCS_Pension Rule_40 Worked_Example CCS_Pension::Rule_40 Priority::High","Basic"
