#separator:Comma
#html:true
#guid column:1
#notetype column:6
#deck column:4
#tags column:5
#columns:GUID,Front_Text,Back_Extra,Deck,Tags,NoteType
CCS21-77080037,The gratuity rule's sub-rule (2): death by{{c1::suicide}}is COVERED for death gratuity. the gratuity rule's sub-rule (3):{{c2::residuary gratuity}}pays if death occurs{{c3::within 5 years of retirement}}— deficiency vs{{c4::12× emoluments}}.,"<b>Rule:</b> Suicide ≠ disqualification; residuary tops up (pension+gratuity drawn) to 12× emoluments.<br><br><b>Hinglish:</b> Khudkushi par bhi death gratuity; retirement ke 5 saal me maut to 12-guna top-up.<br><br><b>Ref:</b> Rule 45(2), 45(3); Rule 45(2); Rule 45(3)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Death_Gratuity Residuary_Gratuity CCS_Pension::Rule_45 Priority::High,Cloze
CCS21-c32bf8f3,The gratuity rule's sub-rule (4)(5): same{{c1::3-month}}rounding; near-miss{{c2::4y 9m = 5 years}}(gratuity gate). Contrast with the pension rule's sub-rule (8).,"<b>Rule:</b> 4y9m opens GRATUITY; 9y9m opens PENSION — the twin near-miss trap.<br><br><b>Hinglish:</b> 4y9m = gratuity, 9y9m = pension — judvaan jaal.<br><br><b>Trap:</b> 4y9m vs 9y9m.<br><br><b>Ref:</b> Rule 45(4), 45(5); Rule 44(8); Rule 45(4); Rule 5; Rule 45; Rule 44",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Near_Miss Exam_Trap CCS_Pension::Rule_45 Priority::Critical,Cloze
CCS21-bd9cc7b1,The gratuity rule's sub-rule (6): gratuity emoluments ={{c1::emoluments pay}}(average if pay reduced) +{{c2::DA as on death/retirement date}}.,<b>Rule:</b> DA joins ONLY gratuity math (and DR-style updates); pension math stays DA-free.<br><br><b>Hinglish:</b> Gratuity me DA judta hai (us din ka); pension me nahi.<br><br><b>Ref:</b> Rule 45(6); Rule 31,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Emoluments CCS_Pension::Rule_45 Priority::High,Cloze
CCS21-11f941e2,"Pension + retirement gratuity are{{c1::ADDITION, not alternative}}(QS ≥ 10y); service gratuity is the{{c2::sub-10-year SUBSTITUTE}}for pension.","<b>Rule:</b> 10y+ gets BOTH pension AND gratuity; &lt;10y gets ONLY pension service gratuity.<br><br><b>Hinglish:</b> 10+ par dono; 10 se kam par sirf service gratuity.<br><br><b>Trap:</b> Addition vs alternative.<br><br><b>Ref:</b> Rules 44, 45; Rule 44; Rule 45(1)(a); Rule 44(2)(3)-(3)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Rule_45 Comparison CCS_Pension::Rule_44 Priority::Critical,Cloze
CCS21-bedd9796,The gratuity-nomination rule's sub-rule (1): gratuity nomination in{{c1::Form 3}}at{{c2::initial appointment}}; the gratuity-nomination rule's sub-rule (10): effective from{{c3::receipt by HoO}}.,"<b>Rule:</b> Nominate early in Form 3; power starts when HoO receives it.<br><br><b>Hinglish:</b> Shuruaat me Form 3; HoO ko mile tab se lagu.<br><br><b>Ref:</b> Rule 46(1), 46(10); Rule 46(1); Rule 46(10)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_46 Nomination Form Timeline CCS_Pension::Rule_46 Priority::High,Cloze
CCS21-02182d00,The gratuity-nomination rule's sub-rule (2): WITH family → nomination of family is{{c1::'shall' (mandatory)}}; WITHOUT family → outsider/body nomination is{{c2::'may' (permissive)}}.,"<b>Rule:</b> Shall vs may — family existence flips the verb.<br><br><b>Hinglish:</b> Parivaar ho to 'karna hi hai'; na ho to 'kar sakte ho'.<br><br><b>Trap:</b> Shall vs may.<br><br><b>Ref:</b> Rule 46(2)(i), 46(2)(ii); Rule 46(2)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_46 Nomination Exam_Trap CCS_Pension::Rule_46 Priority::High,Cloze
CCS21-563d4431,The gratuity-nomination rule's sub-rule (3):{{c1::multiple nominees with specified shares}}allowed; the gratuity-nomination rule's sub-rule (4)(i):{{c2::alternate nominee}}allowed — first proviso: alternate should be{{c3::family member}}; second proviso:{{c4::single-member-family exception}}.,"<b>Rule:</b> Split shares freely; alternates prefer family, with a lone-member escape.<br><br><b>Hinglish:</b> Hissa baant do; alternate parivaar se (akela sadasya ho to chhoot).<br><br><b>Ref:</b> Rule 46(3), 46(4); Rule 46(3); Rule 46(4)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_46 Nomination Proviso CCS_Pension::Rule_46 Priority::High,Cloze
CCS21-0d2e592a,The gratuity-nomination rule's sub-rule (5)(a): family ACQUIRED after outsider nomination →{{c1::ENTIRE nomination invalid}}(2022: words '{{c2::proviso to}}' deleted); vs the gratuity-nomination rule: single member + outsider alternate →{{c3::ONLY alternate invalid}}.,"<b>Rule:</b> kills all kills alternate only — G.S.R. 770(E) drafting fix.<br><br><b>Hinglish:</b> Parivaar aaya to poora nomination gaya; eka-sadasya me sirf alternate gaya.<br><br><b>Ref:</b> Rule 46(5)(a), 46(5)(b); Rule 46(5); Rule 46(5)(b); Rule 46(a); Rule 46(b)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_46 GSR_770_E_2022 Comparison CCS_Pension::Rule_46 Priority::Critical,Cloze
CCS21-9ff0c0a8,The gratuity-nomination rule's sub-rule (6):{{c1::marriage does NOT invalidate}}a family-member nomination; the gratuity-nomination rule's sub-rule (7): cancel by{{c2::written notice + fresh nomination}}; the gratuity-nomination rule's sub-rule (8): nominee dies without alternate →{{c3::fresh nomination}}needed.,<b>Rule:</b> Marriage-safe; cancellation needs writing + replacement; dead nominee without backup = re-nominate.<br><br><b>Hinglish:</b> Shaadi se nomination nahi tootta; radd likh kar + naya bhar kar; nominee mara to naya banao.<br><br><b>Ref:</b> Rule 46(6)-(8); Rule 46(6); Rule 46(7); Rule 46(8),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_46 Nomination CCS_Pension::Rule_46 Priority::High,Cloze
CCS21-52cee61b,"The gratuity-nomination rule's sub-rule (9): HoO must{{c1::verify, countersign, keep custody, enter in service book, return signed copy}}; for non-gazetted,{{c2::subordinate Gazetted Officers}}countersign.","<b>Rule:</b> 5-step HoO custody chain; gazetted countersign for non-gazetted staff.<br><br><b>Hinglish:</b> HoO jaanche, sign kare, sambhale, entry kare, copy lautaye.<br><br><b>Ref:</b> Rule 46(9)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_46 Procedure CCS_Pension::Rule_46 Priority::High,Cloze
CCS21-e030a9b3,"The gratuity-distribution rule's sub-rule (1): gratuity goes to (a){{c1::nominee}}, else (b){{c2::family}}in TWO strict groups — Group 1 (i)–(v):{{c3::widow, widower, sons &lt;25, unmarried daughters, widowed/divorced daughters}}.","<b>Rule:</b> Nominee first; no nominee → family groups.<br><br><b>Hinglish:</b> Pehle nominee, warna parivaar — Group 1: patni/pati, chhote bete, betiyaan.<br><br><b>Ref:</b> Rule 47(1)(a), 47(1)(b); Rule 47(1)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_47 Nomination CCS_Pension::Rule_47 Priority::High,Cloze
CCS21-276156a9,"The gratuity-distribution rule group 2 (vi)–(xi):{{c1::father, mother, married daughter, pre-deceased son's children/widow, unmarried sister, brother &lt;25}}— and ONE Group 1 survivor{{c2::EXCLUDES all of Group 2}}.",<b>Rule:</b> Strict priority: Group 1 ka ek bhi = Group 2 zero.<br><br><b>Hinglish:</b> Group 1 me koi bhi zinda to Group 2 ko kuch nahi.<br><br><b>Trap:</b> Strict exclusion.<br><br><b>Ref:</b> Rule 47(1)(b); Rule 47,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_47 Comparison Exam_Trap CCS_Pension::Rule_47 Priority::Critical,Cloze
CCS21-ec81095c,The gratuity-distribution rule's sub-rule (2): nominee PREDECEASES + the gratuity-nomination rule's sub-rule (4) in play → share goes to{{c1::eligible surviving family at servant's death date}}— one nominee can take{{c2::TWICE}}(own + lapsed share).,<b>Rule:</b> Lapsed share re-pools to survivors as on death date; double-take possible.<br><br><b>Hinglish:</b> Nominee pehle mara to hissa parivaar me; ek nominee do baar le sakta hai.<br><br><b>Ref:</b> Rule 47(2); Rule 46(4),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_47 Nomination CCS_Pension::Rule_47 Priority::High,Cloze
CCS21-61b99316,The gratuity-distribution rule's sub-rule (3): retired servant dies BEFORE receiving gratuity →{{c1::same the gratuity-distribution rule's sub-rule (1) family}}takes it.,"<b>Rule:</b> Undisbursed gratuity follows the family ladder, not estate law.<br><br><b>Hinglish:</b> Gratuity lene se pehle mare to parivaar-kram se baategi.<br><br><b>Ref:</b> Rule 47(3); Rule 47(1)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_47 CCS_Pension::Rule_47 Priority::High,Cloze
CCS21-b9fda312,"Widow + married daughter + father survive, no nomination: who gets death gratuity?",<b>Rule:</b> Widow (Group 1) takes ALL; married daughter + father (Group 2) get NOTHING — strict exclusion.<br><br><b>Hinglish:</b> Vidva sab legi; Group 2 khaali haath.<br><br><b>Ref:</b> Rule 47(1)(b); Example 10/11,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_47 Scenario Application CCS_Pension::Rule_47 Priority::Critical,Basic
CCS21-d440a4db,The murder-taint rule's sub-rule (1):{{c1::murder/abetment CHARGE}}→ claim{{c2::SUSPENDED till criminal proceedings conclude}}; murder-taint conviction →{{c3::DEBARRED}}(share to remaining 'if any'); murder-taint acquittal →{{c4::share RESTORED}}.,"<b>Rule:</b> Charge = freeze; conviction = forfeit; acquittal = pay. Explanation: includes abetting SUICIDE.<br><br><b>Hinglish:</b> Hatya-kaand me ilzaam = rok; sazaa = hissa gaya; bari = hissa wapas.<br><br><b>Ref:</b> Rules 48(1), 48(2); Rule 48(1); Rule 48(2); Rule 48(2)(b)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_48 Exception CCS_Pension::Rule_48 Priority::High,Cloze
CCS21-67bf2cb2,The murder-taint rule's sub-rule (3): the murder-bar ALSO covers{{c1::the gratuity-distribution rule's sub-rule (3) post-retirement undisbursed gratuity}}. the lapse rule: death in service/after retirement + NO family +{{c2::no/subsisting nomination}}→ gratuity{{c3::LAPSES to Government}}— UNLESS{{c4::Succession Certificate}}(proviso).,"<b>Rule:</b> the murder-taint rule = tainted claimant; the lapse rule = no claimant (lapse, court-certificate rescue). lapse touches ONLY gratuity, never pension.<br><br><b>Hinglish:</b> 48 = khooni-davaar rok; 49 = koi davaar nahi to Sarkar (court certificate lao to pao).<br><br><b>Ref:</b> Rule 48(3); Rule 49; Rule 47(3); Rule 48",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_48 Rule_49 Comparison CCS_Pension::Rule_48 Priority::Critical,Cloze
CCS21-f02322f7,G.S.R. 770(E): gratuity-nomination deleted the words '{{c1::proviso to}}' (drafting fix); the payment rule's duplicate (5) became{{c2::(5A)}}.,<b>Rule:</b> Two surgical corrections riding the 2022 amendment.<br><br><b>Hinglish:</b> 'Proviso-to' kata; doosra- ab (5A).<br><br><b>Ref:</b> Rule 46(5)(a); Rule 76; Rule 46(5),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension GSR_770_E_2022 Rule_46_5_a_Fix Rule_76_Numbering_Fix CCS_Pension::Rule_46 Priority::Medium CCS_Pension::Rule_46_5_a_Fix,Cloze
CCS21-6eebf049,Form 3 ↔{{c1::gratuity nomination nomination}}.,<b>Rule:</b> Initial-appointment nomination form.<br><br><b>Hinglish:</b> Gratuity-nomination = Form 3.<br><br><b>Ref:</b> Rule 46(1); Rule 46,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_46 Form Nomination CCS_Pension::Rule_46 Priority::High,Cloze
CCS21-68d15081,Multiplier ladder:{{c1::2× / 6× / 12× / 20× / 33×}}(gratuity death slabs) +{{c2::16.5×}}(gratuity retirement cap) +{{c3::12×}}(gratuity residuary deficiency).,<b>Rule:</b> Death 2-6-12-20-33; retirement 16.5×; residuary 12× top-up.<br><br><b>Hinglish:</b> Guna-mala: maut 2-6-12-20-33; retirement 16.5; residuary 12.<br><br><b>Ref:</b> Rule 45; Rule 45(1)(b); Rule 45(1)(a); Rule 45(3),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Threshold Gratuity Mnemonic Priority::Critical,Cloze
CCS21-63f50eac,4y9m vs 9y9m:{{c1::4y9m = GRATUITY gate}};{{c2::9y9m = PENSION gate}}.,"<b>Rule:</b> Twin near-miss, different doors.<br><br><b>Hinglish:</b> 4y9m-gratuity, 9y9m-pension.<br><br><b>Ref:</b> Rule 45(4)-(5); Rule 44(8); Rule 45; Rule 44",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Near_Miss Exam_Trap Priority::Critical,Cloze
CCS21-0238a14f,11 years vs 10 years:{{c1::11y = death-gratuity slab edge (12×→20×)}};{{c2::10y = pension QS gate}}.,"<b>Rule:</b> slab vs pension gate.<br><br><b>Hinglish:</b> 11-gratuity-seedhi, 10-pension-darwaza.<br><br><b>Ref:</b> Rule 45(1)(b); Rule 44(1)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Near_Miss Exam_Trap Priority::High,Cloze
CCS21-ec85d04e,"The pension rule's sub-rule (2) service Gratuity vs gratuity Retirement Gratuity:{{c1::sub-10y substitute (½-month, uncapped, once)}}vs{{c2::10y+ addition (¼, 16.5×, 25L cap)}}.",<b>Rule:</b> Substitute vs addition; ½ vs ¼; uncapped vs double-capped.<br><br><b>Hinglish:</b> Badal-aadha-beseema vs saath-chauthai-dohri-seema.<br><br><b>Ref:</b> Rule 44(2)-(3); Rule 45(1)(a); Rule 44(2); Rule 45(1),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Comparison Gratuity Priority::Critical,Cloze
CCS21-a4df13cf,Gratuity Nomination vs Provision{{c1::family-acquired kills ALL}}vs{{c2::single-member kills ALTERNATE only}}.,<b>Rule:</b> Poora vs aadha.<br><br><b>Hinglish:</b> Parivaar-aaya-poora-gaya; akela-alternate-gaya.<br><br><b>Ref:</b> Rule 46(5),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Comparison Priority::High,Cloze
CCS21-27981742,The gratuity-distribution rule group 1 vs Group 2:{{c1::spouse+minor/unmarried/widowed-children}}vs{{c2::parents+married-daughter+grandline+siblings}}; rule:{{c3::ONE Group-1 survivor excludes ALL Group 2}}.,<b>Rule:</b> Strict two-tier ladder.<br><br><b>Hinglish:</b> Group1-ek-bhi to Group2-shunya.<br><br><b>Ref:</b> Rule 47(1)(b); Rule 47,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Comparison Priority::High,Cloze
CCS21-352c3dc4,Murder Taint vs Lapse{{c1::tainted claimant (freeze/forfeit/restore)}}vs{{c2::no claimant (lapse + succession-certificate rescue)}}; the lapse rule ={{c3::gratuity ONLY}}.,"<b>Rule:</b> Khooni vs laavaaris.<br><br><b>Hinglish:</b> 48-davaar-rok; 49-koi-nahi-Sarkar.<br><br><b>Ref:</b> Rules 48, 49; Rule 48; Rule 49",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Comparison Priority::High,Cloze
CCS21-7fbc64f5,The gratuity-nomination rule nomination flowchart: family?{{c1::YES→shall-nominate-family / NO→may-nominate-outsider}}→ shares?{{c2::specified}}→ alternate?{{c3::prefer-family}}→ family-acquired?{{c4::whole-invalid the gratuity-nomination rule}}→ single-member?{{c5::alternate-only-invalid the gratuity-nomination rule}}→ HoO{{c6::5-step custody}}→ effective{{c7::on receipt}}.,<b>Rule:</b> 7-node nomination journey.<br><br><b>Hinglish:</b> Parivaar→hissa→alternate→invalid→HoO→lagu.<br><br><b>Ref:</b> Rule 46; Rule 46(5)(a); Rule 46(5)(b),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Flowchart Nomination Synthesis Priority::High,Cloze
CCS21-9789fec9,"WORKED EXAMPLE 1 — Ram Kumar retires 30.06.2026: QS 32y4m, emoluments Rs 85,000, average Rs 82,000. Basic Pension?","<b>Steps:</b> Base = 85,000 (higher). Rounding the pension rule's sub-rule: 4m ≥ 3m → 65 six-monthly (32.5y). Near-miss: 32.5y ≥ 10y ✓ pension case. 50% × 85,000 = Rs 42,500 (in 9K–125K band). the pension rule's sub-rule: whole already.<br><br><b>:</b> <b>Answer: Rs 42,500/month + DR.</b><br><br><b>Hinglish:</b> Jo-bada-85, gol-32.5, aadhi-42,500.<br><br><b>Ref:</b> Rule 44; Example 1; Rule 44(7); Rule 44(9)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Worked_Example Calculation CCS_Pension::Rule_44 Priority::Critical,Basic
CCS21-fa4bd82e,"WORKED EXAMPLE 2 — QS 9y10m, emoluments Rs 60,000. Pension or gratuity?","<b>Steps:</b> 9y10m &gt; 9y9m → pension deems 10y → PENSION: 50% × 60,000 = Rs 30,000/month + separate gratuity retirement gratuity (¼ × 60,000 × 20 = Rs 3,00,000).<br><br><b>Trap:</b> 9y8m would be service-gratuity-only.<br><br><b>Ref:</b> Rule 44(1), 44(8); Example 2; Rule 44(8); Rule 45(1)(a)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Near_Miss Worked_Example CCS_Pension::Rule_44 Priority::Critical,Basic
CCS21-0bce7ef2,"WORKED EXAMPLE 3 — Pensioner basic Rs 30,000 turns 82: additional pension?","<b>Steps:</b> Age 82 → 80–85 slab 20% (the pension rule's sub-rule ) on BASIC: 20% × 30,000 = Rs 6,000/month from 1st of birth-month; total basic-ish 36,000 + DR 60%.<br><br><b>Trap:</b> Slab on basic pension, not basic+DR; no 60% slab.<br><br><b>Ref:</b> Rule 44(6); Example 3",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Additional_Pension Worked_Example CCS_Pension::Rule_44 Priority::High,Basic
CCS21-3c02cad3,"WORKED EXAMPLE 4 — Death gratuity: emoluments+DA Rs 70,000; QS cases 6m / 3y / 7y / 15y / 25y.",<b>Steps:</b> 6m → 2× = 1.4L; 3y → 6× = 4.2L; 7y → 12× = 8.4L; 15y → 20× = 14L; 25y (50 half-years) → ½ × 50 = 25× = 17.5L (≤33×; ≤25L).<br><br><b>Hinglish:</b> 2-6-12-20-25guna — sab 25L ke andar.<br><br><b>Ref:</b> Rule 45(1)(b); Example 4,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Death_Gratuity Worked_Example CCS_Pension::Rule_45 Priority::Critical,Basic
CCS21-fba9c627,"WORKED EXAMPLE 5 — Retirement gratuity: emoluments+DA Rs 90,000, QS 33y (66 half-years).","<b>Steps:</b> ¼ × 90,000 × 66 = Rs 59,40,000 → 16.5× cap = 14,85,000 → 25L overall cap not hit → payable Rs 14,85,000.<br><br><b>Hinglish:</b> Guna-pehle, 16.5-kat, 25L-jaanch — 14.85L milega.<br><br><b>Ref:</b> Rule 45(1)(a); Example 5",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Gratuity Ceiling Worked_Example CCS_Pension::Rule_45 Priority::Critical,Basic
