#separator:Comma
#html:true
#guid column:1
#notetype column:6
#deck column:4
#tags column:5
#columns:GUID,Front_Text,Back_Extra,Deck,Tags,NoteType
CCS21-fe052f27,"The family-pension rule's sub-rule (8)(a): widow is{{c1::INCOME-IMMUNE}}; the family-pension rule's sub-rule (8)(b): CHILDLESS widow on remarriage keeps pension ONLY if income &lt;{{c2::minimum + DR}}; the family-pension rule's sub-rule (8)(c):{{c3::multiple widows share EQUALLY}}— lapsed share to{{c4::her children, else other widows}}.",<b>Rule:</b> Widow = no income test; childless-remarried = income gate; co-widows = equal + cascade.<br><br><b>Hinglish:</b> Vidva par aay-jaanch nahi; nihsantan-punarvivah par seema; do vidva barabar + hissa cascade.<br><br><b>Ref:</b> Rule 50(8)(a)-(c); Rule 50(8),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-76a91295,The family-pension rule's sub-rule (8)all 4 clauses: children of{{c1::void/voidable marriages}}take the{{c2::MOTHER's share}}(surviving-widow-first mechanics per pension-payment second proviso).,<b>Rule:</b> Illegitimacy never punishes the child — mother's slice flows down.<br><br><b>Hinglish:</b> Baccha nirdosh — maa ka hissa usey.<br><br><b>Ref:</b> Rule 50(8)(d)-(g); Rule 63(1)(d); Rule 50(8); Rule 50(d)-(g); Rule 63(1),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-421ad54e,"The family-pension rule's sub-rule (9)(a) THREE child categories: (i){{c1::son &lt;25, unmarried, not earning}}; second,{{c2::daughter unmarried/widowed/divorced, not earning}}; third,{{c3::disabled child, NO age limit}}.","<b>Rule:</b> Son = age-barred; daughter = marital-status-gated; disabled = lifelong.<br><br><b>Hinglish:</b> Beta-25, beti-shaadi, divyang-umarheen.<br><br><b>Ref:</b> Rule 50(9)(a)(i)-(iii); Rule 50(9)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Threshold CCS_Pension::Rule_50 Priority::Critical,Cloze
CCS21-861af3a8,"The family-pension rule's sub-rule (9)(d):{{c1::birth order}}governs child queue; fifth, elder ceasing lets{{c2::younger step in}}; sixth,{{c3::guardian}}acts for minors; seventh,{{c4::twins share EQUALLY}}.","<b>Rule:</b> Eldest first; cascade down; guardian for minors; twins split.<br><br><b>Hinglish:</b> Bada pehle, phir chhota; nabaligh ka guardian; judvaan aadha-aadha.<br><br><b>Ref:</b> Rule 50(9)(d)-(g); Rule 50(9)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-5fe3ea76,The family-pension rule's sub-rule (12) income-proof hierarchy:{{c1::ITR}}&gt;{{c2::employer certificate}}&gt;{{c3::self-declaration}}.,"<b>Rule:</b> Tax return beats employer paper beats self-word.<br><br><b>Hinglish:</b> ITR sabse upar, phir malik-praman, phir khud-ghoshna.<br><br><b>Ref:</b> Rule 50(12)(a)-(d); Rule 50(12)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Procedure CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-b8d71c9e,Two widows + 3 minor children: gratuity AND family pension split?,"<b>Rule:</b> Gratuity (the gratuity-distribution rule Group 1): widow-half each... family-pension (the family-pension rule's sub-rule ): widows EQUAL shares; on one's death/remarriage her share → HER children, else co-widow (Example 8).<br><br><b>Hinglish:</b> Dono vidva barabar; hissa uske bacchon ko, warna saath-vidva ko.<br><br><b>Ref:</b> Rule 50(8)(c); Example 8; Rule 47; Rule 50(8); Rule 50(c)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Scenario Worked_Example CCS_Pension::Rule_50 Priority::High,Basic
CCS21-70d9f1cc,The family-pension rule's sub-rule (11):{{c1::wholly dependent}}SIBLINGS (disabled) queue last; the family-pension rule's sub-rule (13):{{c2::two-stage}}ceiling provision; the family-pension rule's sub-rule (14): additional-pensioner/family-pensioner administration; the family-pension rule's sub-rule (16):{{c3::re-employment}}exclusion.,"<b>Rule:</b> Siblings need total dependency; pension stages the ceiling; family-pension bars double-dipping via re-employment.<br><br><b>Hinglish:</b> Bhai-behen poori tarah aashrit ho tabhi; do-charan seema; dobara-naukri par rok.<br><br><b>Ref:</b> Rule 50(11), 50(13), 50(14), 50(16); Rule 50(11); Rule 50(13); Rule 50(14); Rule 50(16)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Ceiling CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-6b347cad,The family-pension rule's sub-rule (15)(e) (2024): family details 'again in{{c1::Form 6-A}}at retirement'; the family-pension rule's sub-rule (15)(g)–(i):{{c2::Form 4 is evidentiary}}for family facts.,"<b>Rule:</b> Form 6-A = retirement filing; Form 4 = standing family record.<br><br><b>Hinglish:</b> Retirement par Form 6-A dobara; Form 4 parivaar ka saboot.<br><br><b>Ref:</b> Rule 50(15)(e), (g)-(i); Rule 50(15)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Form_6A Form CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-f6f668d9,"The missing-persons rule's sub-rule (1)(a): missing servant's family gets{{c1::the family-pension rule's sub-rule (2) rates + service-death eligibility}}; missing-persons start-date = LATEST of{{c2::leave sanctioned / pay &amp; allowances paid / police report}}(report ={{c3::FIR, Daily Diary Entry, General Diary Entry}}).","<b>Rule:</b> Three-date race, WHICHEVER IS LATEST wins.<br><br><b>Hinglish:</b> Chhutti, vetan, police-report — jo SABSE BAAD, wahi shuruaat.<br><br><b>Trap:</b> LATEST (3 dates).<br><br><b>Ref:</b> Rule 51(1)(a), 51(1)(b); Rule 51(1); Rule 50(2)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Missing_Person Timeline CCS_Pension::Rule_51 Priority::Critical,Cloze
CCS21-5f27d103,"The missing-persons rule's sub-rule (2)(b) missing PENSIONER:{{c1::TWO dates, whichever is LATER}}; missing FAMILY pensioner:{{c2::TWO dates, whichever is LATER}}— contrast with the missing-persons rule's sub-rule (1)(b).",<b>Rule:</b> Servant = 3 dates/LATEST; pensioner/family-pensioner = 2 dates/LATER.<br><br><b>Hinglish:</b> Karmchari-3-LATEST; pensioner-2-LATER — ginti + shabd dono alag.<br><br><b>Trap:</b> Latest vs later.<br><br><b>Ref:</b> Rule 51(2)(b); Rule 51(3); Rule 51(2); Rule 51(1),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Missing_Person Exam_Trap CCS_Pension::Rule_51 Priority::Critical,Cloze
CCS21-540a5f45,The missing-persons rule's sub-rule (4): claim in{{c1::Format + Form}}as specified; the missing-persons rule's sub-rule (5): TWO police documents —{{c2::FIR + untraced report}}; the missing-persons rule's sub-rule (6): pay base ={{c3::last date on duty or expiry of sanctioned leave}}.,"<b>Rule:</b> Paper-chain: format/form + FIR/untraced + duty-date pay.<br><br><b>Hinglish:</b> Form, FIR + untraced report, aakhri-duty vetan — teeno jodo.<br><br><b>Ref:</b> Rule 51(4), 51(5), 51(6); Rule 51(4); Rule 51(5); Rule 51(6)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Procedure CCS_Pension::Rule_51 Priority::High,Cloze
CCS21-af4fa99d,"Servant missing 01.03.2025: leave sanctioned till 15.03.2025, pay paid till 31.03.2025, FIR 10.04.2025 — family pension starts?","<b>Rule:</b> LATEST = FIR 10.04.2025 → notional start day-after; payable only after 6-month bar from FIR (≈10.10.2025) per the missing-persons rule.<br><br><b>Hinglish:</b> Sabse-baadi tareekh FIR; 6 mahine baad paisa.<br><br><b>Ref:</b> Rule 51(1)(b), 51(8)(a); Example 17; Rule 51(8)(a)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Scenario Worked_Example CCS_Pension::Rule_51 Priority::Critical,Basic
CCS21-e5e28340,The DR rule's sub-rule (1): DR '{{c1::MAY BE GRANTED}}' (discretionary) — and{{c2::compassionate-allowance}}recipients are INCLUDED.,<b>Rule:</b> 'May' = Government decides each round; even mercy-pensioners get DR.<br><br><b>Hinglish:</b> DR 'mil sakta hai' — Sarkar ki marzi; daya-pension walo ko bhi.<br><br><b>Ref:</b> Rule 52(1); Rule 41,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_52 Dearness_Relief CCS_Pension::Rule_52 Priority::High,Cloze
CCS21-6ccea9d3,The DR rule's sub-rule (3) certificate route is STRICTER: needs{{c1::non-Group A Central civil post + no pension element in pay fixation}}; the DR rule's sub-rule (4): re-employed FAMILY pensioners are{{c2::NOT restricted}}.,"<b>Rule:</b> Certificate-path narrows; family pensioners work freely with full DR.<br><br><b>Hinglish:</b> Certificate wala rasta sakht; parivaar-pension walo ko chhoot.<br><br><b>Ref:</b> Rule 52(3), 52(4); Rule 52(3); Rule 52(4)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_52 Comparison CCS_Pension::Rule_52 Priority::High,Cloze
CCS21-4a3d22c8,"Current DR ={{c1::60%}}w.e.f.{{c2::01.01.2026}}(DoPPW OM{{c3::24.04.2026}}); family-pension income test ≈{{c4::Rs 14,400/month}}(9,000 × 1.60) — ⚠️ VOLATILE.","<b>Rule:</b> Progression 50→53→55→58→60; DR fraction rounds to next rupee; recompute 14,400 at live DR.<br><br><b>Hinglish:</b> Abhi 60%; 14,400 isi ka hisaab — DR badle to ye bhi badle.<br><br><b>Last verified:</b> 2026-09-20 Cross-checked: Cabinet 2% hike to 60% reported 06.05.2026 (w.e.f. 01.01.2026).<br><br><b>Ref:</b> Rule 52; OM 24.04.2026",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_52 Threshold CCS_Pension::Rule_52 Priority::Critical,Cloze
CCS21-f2d0d364,Form 4 ↔{{c1::family-details record (evidentiary)}}.,"<b>Rule:</b> Standing family record; absence never blocks claims (the death-forwarding rule, the pensioner-death rule).<br><br><b>Hinglish:</b> Parivaar-byaura = Form 4; na-ho to bhi daava-ruka-nahi.<br><br><b>Ref:</b> Rule 50(15); Rule 50; Rule 74(2); Rule 79(3)(vi)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Form Priority::High,Cloze
CCS21-eb53bac3,Family Pension vs Provision{{c1::in-service 50% × 10y (no age cap)}}vs{{c2::post-retirement 50% × (7y/dues LESS) + authorised-cap + ordinary-floor}}.,"<b>Rule:</b> Das-saal-khula vs saat/67-bandha.<br><br><b>Hinglish:</b> Naukri-maut-10-saal; retire-maut-7/67-jo-kam.<br><br><b>Ref:</b> Rule 50(2)(a)(ii), (iii); Rule 50(2); Rule 67",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Comparison Priority::Critical,Cloze
CCS21-5c9c7944,The family-pension rule eligibility-order flowchart: gateway?{{c1::1y/fit/post-ret}}→ tier?{{c2::spouse→children→parents→siblings}}→ widow-type?{{c3::immune/childless-income/co-widow-equal}}→ child-type?{{c4::son-25/daughter-status/disabled-life}}→ income-docs?{{c5::ITR&gt;employer&gt;self}}→ rate?{{c6::30% ordinary / 50% enhanced (10y or 7y/67)}}.,<b>Rule:</b> 6-node family-pension journey.<br><br><b>Hinglish:</b> Darwaza→kataar→vidva→baccha→saboot→dar.<br><br><b>Ref:</b> Rule 50,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Flowchart Family_Pension Synthesis Priority::High,Cloze
CCS21-beb2b267,"WORKED EXAMPLE 7 — In-service death, pay Rs 80,000: enhanced then ordinary family pension.","<b>Steps:</b> 50% × 80,000 = Rs 40,000/month × 10 years (the family-pension rule's sub-rule, ≤1.25L ✓) → then auto-ordinary 30% × 80,000 = Rs 24,000 (≤75K ✓).<br><br><b>Hinglish:</b> 40-hazar-10-saal, phir 24-hazar.<br><br><b>Ref:</b> Rule 50(2); Example 7; Rule 50(2)(a)(ii); Rule 50(a); Rule 50(ii)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Worked_Example CCS_Pension::Rule_50 Priority::High,Basic
CCS21-784cd122,"WORKED EXAMPLE 8 — Two widows, pay Rs 60,000, in-service death: split?","<b>Steps:</b> Enhanced 50% × 60,000 = 30,000 ÷ 2 = Rs 15,000 each (the family-pension rule's sub-rule ); on one's exit her 15,000 → HER children, else co-widow.<br><br><b>Hinglish:</b> 15-15 barabar + cascade.<br><br><b>Ref:</b> Rule 50(8)(c); Example 8; Rule 50(8); Rule 50(c)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Worked_Example CCS_Pension::Rule_50 Priority::High,Basic
CCS21-8b366d6f,"WORKED EXAMPLE 17 — Missing servant: pay till 31.03.2025, FIR 10.04.2025. Pension start + gratuity?","<b>Steps:</b> Start = LATEST (FIR 10.04.2025) → day-after; payable after 6-month bar (≈Oct 2025); gratuity only after 7 YEARS or conclusive proof (the missing-persons rule's sub-rule ); interest on admin delay.<br><br><b>Hinglish:</b> FIR-LATEST, 6-mahine-pension, 7-saal-gratuity.<br><br><b>Ref:</b> Rule 51; Example 17; Rule 65; Rule 51(8)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Worked_Example Timeline CCS_Pension::Rule_51 Priority::High,Basic
CCS21-ccdf3c2d,"VOLATILE 2 — DR rate: current figure, w.e.f., OM, and rounding?","<b>Rule:</b> 60% w.e.f. 01.01.2026 (DoPPW OM 24.04.2026, from 58%); on basic (+additional); fraction → next rupee; progression 50→53→55→58→60. ⚠️ VOLATILE — July-2026 round due.<br><br><b>Hinglish:</b> Abhi-60, chhutta-upar, July-2026 me phir-badlega.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rule 52; OM 24.04.2026",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Dearness_Relief Priority::Critical,Basic
CCS21-4072967e,"VOLATILE 3 — Family-pension income test Rs 14,400/month: derivation + caveat?","<b>Rule:</b> Rs 9,000 × 1.60 (60% DR) = Rs 14,400 — DERIVED, not in rules; RECOMPUTE at live DR (e.g., 62% → 14,580). ⚠️ VOLATILE.<br><br><b>Hinglish:</b> 14,400 = hisaab, niyam-nahi — DR-badle-hisaab-badle.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rule 50 income tests; DR OM",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Threshold Family_Pension Priority::Critical,Basic
CCS21-f01b7a1e,The family-pension rule's sub-rule (1)(i): family pension gateway ONE ={{c1::ONE-YEAR continuous service}}— the servant must have completed 1 year on the pensionable establishment.,<b>Rule:</b> 1-year continuous QS opens the FP door even if death is otherwise early-career.<br><br><b>Hinglish:</b> 1 saal lagataar naukri = parivaar-pension ka pehla darwaza.<br><br><b>Ref:</b> Rule 50(1)(i); Rule 50(1),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Family_Pension Threshold CCS_Pension::Rule_50 Priority::Critical,Cloze
CCS21-533993aa,The family-pension rule's sub-rule (1)(ii): gateway TWO = death with{{c1::LESS than 1 year}}service IF the servant held a{{c2::FIT certificate}}at entry — apply to a 7-month servant with valid medical fitness.,"<b>Rule:</b> 7 months + fit certificate = gateway SAVES the family; without the certificate, no FP.<br><br><b>Hinglish:</b> 1 saal se kam par fit-cert ho to bhi parivaar bachega.<br><br><b>Trap:</b> Certificate must pre-date the death (entry fitness).<br><br><b>Ref:</b> Rule 50(1)(ii); Rule 50(1); Rule 50(ii)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Scenario Application CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-f10040eb,The family-pension rule's sub-rule (1)(iii): gateway THREE = death{{c1::AFTER retirement}}while{{c2::receiving pension OR compassionate allowance}}— why does 'compassionate allowance' matter here?,<b>Rule:</b> Even the compassionate-allowance rule mercy-recipients transmit FP to family — dismissal does not orphan the FP right once allowance flows.<br><br><b>Hinglish:</b> Daya-pension lete-lete maut = parivaar ko FP; barkhastagi parivaar ka haq nahi maart.<br><br><b>Ref:</b> Rule 50(1)(iii); Rule 41; Rule 50(1),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Family_Pension Compassionate_Allowance CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-d3a6c61b,The family-pension rule's Explanation 1: the{{c1::pensionable establishment}}positive condition — a servant on a NON-pensionable post with 5 years service dies: FP?,<b>Rule:</b> NO family pension — Explanation 1 fails at the threshold regardless of service length; gateways presuppose pensionable establishment.<br><br><b>Hinglish:</b> Post hi pensionable nahi to 5 saal bekaar — pehli shart post ki.<br><br><b>Ref:</b> Rule 50 Explanation 1; Rule 50,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Scenario Exam_Trap CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-6329071b,The 3 gateways are{{c1::OR-joined}}: proving{{c2::ANY ONE}}suffices — the department CANNOT demand 1-year service from a pensioner's widow. True/False with reason.,<b>Rule:</b> TRUE — gateway alone suffices for pensioner-death cases; (i) and are for in-service deaths. Demanding cumulative proof is illegal.<br><br><b>Hinglish:</b> Teen me se koi EK — pensioner ki vidva se 1-saal mat maango.<br><br><b>Ref:</b> Rule 50(1)(i)-(iii); Rule 50(iii); Rule 50(ii),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Exam_Trap Evaluation CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-1f850f9f,"The family-pension rule's sub-rule (2)(a)(i): ordinary rate ={{c1::30%}}of{{c2::pay}}— NOT of pension, NOT of emoluments+DA. Why is the base 'pay'?","<b>Rule:</b> FP is computed on last pay (the emoluments rule pay, no DA load for the rate itself); DA/DR enters only via separate DR grant under the DR rule.<br><br><b>Hinglish:</b> 30% aakhri-VETAN par — pension/DA par nahi.<br><br><b>Trap:</b> Base = pay.<br><br><b>Ref:</b> Rule 50(2)(a)(i); Rule 50(2); Rule 31; Rule 52",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Family_Pension Exam_Trap CCS_Pension::Rule_50 Priority::Critical,Cloze
CCS21-a264f54f,"Ordinary FP floor{{c1::Rs 9,000}}/ ceiling{{c2::Rs 75,000}}: pay Rs 20,000 → FP? Pay Rs 3,00,000 → FP?","<b>Rule:</b> 30% × 20,000 = 6,000 → floored to Rs 9,000. 30% × 3,00,000 = 90,000 → capped to Rs 75,000. Band always 9K–75K.<br><br><b>Hinglish:</b> 6-hazar bana-9-hazar; 90-hazar kata-75-hazar.<br><br><b>Ref:</b> Rule 50(2)(a)(i)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Floor Ceiling Application CCS_Pension::Rule_50 Priority::Critical,Cloze
CCS21-27451265,The family-pension rule's sub-rule (2)(a)(ii): in-service death →{{c1::50%}}of pay for{{c2::10 years}}starting{{c3::day AFTER death}}— death on 05.05.2026: first FP day + last enhanced day?,<b>Rule:</b> First day 06.05.2026; enhanced runs to 05.05.2036; ordinary from 06.05.2036 automatically.<br><br><b>Hinglish:</b> Maut-ke-agle-din se 10-saal; phir khud-30%.<br><br><b>Ref:</b> Rule 50(2)(a)(ii); Rule 81(2); Rule 50(2),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Timeline Application CCS_Pension::Rule_50 Priority::High,Cloze
CCS21-ea67a4d4,The family-pension rule's sub-rule (2)(a)(ii) carries{{c1::NO age cap}}— contrast with the third variant's 67-age fence. A 59-year-old servant dies in service: enhanced runs?,<b>Rule:</b> Full 10 years to 69 never truncates at 67; only post-retirement deaths face the 7y/67 LESSER rule.<br><br><b>Hinglish:</b> Naukri-maut me 67-rok NAHI — poore-10-saal.<br><br><b>Trap:</b> No 67 in.<br><br><b>Ref:</b> Rule 50(2)(a)(ii) vs (iii); Rule 50(2); Rule 50(ii),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Exam_Trap CCS_Pension::Rule_50 Priority::Critical,Cloze
